CTUID,CSDUID,CSDNAME,METCODE,METNAME_EN,NBHDCODE,NBHDNAME_EN,CMHC_CT,GeographyId
5390004.02,3526053,St. Catharines,1160,St. Catharines - Niagara,060,Central District,0004.02,11600600004.02
5390005.00,3526053,St. Catharines,1160,St. Catharines - Niagara,030,Downtown St. Catharines,0005.00,11600300005.00
5390006.00,3526053,St. Catharines,1160,St. Catharines - Niagara,090,East District,0006.00,11600900006.00
5390007.01,3526053,St. Catharines,1160,St. Catharines - Niagara,090,East District,0007.01,11600900007.01
5390007.02,3526053,St. Catharines,1160,St. Catharines - Niagara,090,East District,0007.02,11600900007.02
5390008.00,3526053,St. Catharines,1160,St. Catharines - Niagara,090,East District,0008.00,11600900008.00
5390009.00,3526053,St. Catharines,1160,St. Catharines - Niagara,060,Central District,0009.00,11600600009.00
5390010.00,3526053,St. Catharines,1160,St. Catharines - Niagara,060,Central District,0010.00,11600600010.00
5390011.00,3526053,St. Catharines,1160,St. Catharines - Niagara,060,Central District,0011.00,11600600011.00
5390012.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0012.01,11601200012.01
5390012.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0012.02,11601200012.02
5390013.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0013.01,11601200013.01
5390013.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0013.02,11601200013.02
5390014.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0014.01,11601200014.01
5390014.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0014.02,11601200014.02
5390014.03,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0014.03,11601200014.03
5390015.00,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0015.00,11601200015.00
5390016.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0016.01,11601200016.01
5390016.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0016.02,11601200016.02
5390017.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0017.01,11601200017.01
5390017.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0017.02,11601200017.02
5390018.01,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0018.01,11601200018.01
5390018.02,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0018.02,11601200018.02
5390018.03,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0018.03,11601200018.03
5390019.00,3526053,St. Catharines,1160,St. Catharines - Niagara,120,North District,0019.00,11601200019.00
5390020.00,3526053,St. Catharines,1160,St. Catharines - Niagara,150,South Louth/Western Hills,0020.00,11601500020.00
5390100.00,3526037,Thorold,1160,St. Catharines - Niagara,660,Thorold,0100.00,11606600100.00
5390101.00,3526037,Thorold,1160,St. Catharines - Niagara,660,Thorold,0101.00,11606600101.00
5390102.01,3526037,Thorold,1160,St. Catharines - Niagara,660,Thorold,0102.01,11606600102.01
5390102.02,3526037,Thorold,1160,St. Catharines - Niagara,660,Thorold,0102.02,11606600102.02
5390102.03,3526037,Thorold,1160,St. Catharines - Niagara,660,Thorold,0102.03,11606600102.03
5390110.00,3526047,Niagara-on-the-Lake,1160,St. Catharines - Niagara,840,Niagara-on-the-Lake,0110.00,11608400110.00
5390111.00,3526047,Niagara-on-the-Lake,1160,St. Catharines - Niagara,840,Niagara-on-the-Lake,0111.00,11608400111.00
5390112.00,3526047,Niagara-on-the-Lake,1160,St. Catharines - Niagara,840,Niagara-on-the-Lake,0112.00,11608400112.00
5390200.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,480,Niagara South,0200.00,11604800200.00
5390201.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,480,Niagara South,0201.00,11604800201.00
5390202.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,480,Niagara South,0202.00,11604800202.00
5390203.01,3526043,Niagara Falls,1160,St. Catharines - Niagara,420,Drummond Heights,0203.01,11604200203.01
5390203.02,3526043,Niagara Falls,1160,St. Catharines - Niagara,420,Drummond Heights,0203.02,11604200203.02
5390204.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,330,Corwin Crescent,0204.00,11603300204.00
5390205.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,240,Niagara Falls,0205.00,11602400205.00
5390206.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,240,Niagara Falls,0206.00,11602400206.00
5390207.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,300,Lundy's Lane,0207.00,11603000207.00
5390208.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,360,Queensway Garden/Stamford Centre,0208.00,11603600208.00
5390209.03,3526043,Niagara Falls,1160,St. Catharines - Niagara,390,Niagara Falls South,0209.03,11603900209.03
5390209.04,3526043,Niagara Falls,1160,St. Catharines - Niagara,390,Niagara Falls South,0209.04,11603900209.04
5390209.05,3526043,Niagara Falls,1160,St. Catharines - Niagara,390,Niagara Falls South,0209.05,11603900209.05
5390209.06,3526043,Niagara Falls,1160,St. Catharines - Niagara,390,Niagara Falls South,0209.06,11603900209.06
5390210.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,450,Orchard Park,0210.00,11604500210.00
5390211.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,450,Orchard Park,0211.00,11604500211.00
5390212.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,450,Orchard Park,0212.00,11604500212.00
5390213.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,450,Orchard Park,0213.00,11604500213.00
5390214.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,450,Orchard Park,0214.00,11604500214.00
5390215.00,3526043,Niagara Falls,1160,St. Catharines - Niagara,270,Clifton Hill,0215.00,11602700215.00
5390220.01,3526028,Pelham,1160,St. Catharines - Niagara,780,Pelham/Wainfleet,0220.01,11607800220.01
5390220.02,3526028,Pelham,1160,St. Catharines - Niagara,780,Pelham/Wainfleet,0220.02,11607800220.02
5390221.00,3526028,Pelham,1160,St. Catharines - Niagara,780,Pelham/Wainfleet,0221.00,11607800221.00
5390230.00,3526014,Wainfleet,1160,St. Catharines - Niagara,780,Pelham/Wainfleet,0230.00,11607800230.00
5390240.00,3526057,Lincoln,1160,St. Catharines - Niagara,810,Lincoln/Beamsville,0240.00,11608100240.00
5390241.00,3526057,Lincoln,1160,St. Catharines - Niagara,810,Lincoln/Beamsville,0241.00,11608100241.00
5390242.01,3526057,Lincoln,1160,St. Catharines - Niagara,810,Lincoln/Beamsville,0242.01,11608100242.01
5390242.02,3526057,Lincoln,1160,St. Catharines - Niagara,810,Lincoln/Beamsville,0242.02,11608100242.02
5390300.00,3526032,Welland,1160,St. Catharines - Niagara,630,Welland South,0300.00,11606300300.00
5390301.00,3526032,Welland,1160,St. Catharines - Niagara,630,Welland South,0301.00,11606300301.00
5390302.00,3526032,Welland,1160,St. Catharines - Niagara,630,Welland South,0302.00,11606300302.00
5390303.00,3526032,Welland,1160,St. Catharines - Niagara,600,Welland/Brookfield,0303.00,11606000303.00
5390304.00,3526032,Welland,1160,St. Catharines - Niagara,600,Welland/Brookfield,0304.00,11606000304.00
5390305.00,3526032,Welland,1160,St. Catharines - Niagara,630,Welland South,0305.00,11606300305.00
5390306.00,3526032,Welland,1160,St. Catharines - Niagara,510,Downtown Welland,0306.00,11605100306.00
5390307.00,3526032,Welland,1160,St. Catharines - Niagara,600,Welland/Brookfield,0307.00,11606000307.00
5390308.00,3526032,Welland,1160,St. Catharines - Niagara,600,Welland/Brookfield,0308.00,11606000308.00
5390309.00,3526032,Welland,1160,St. Catharines - Niagara,540,Chippawa Park Area,0309.00,11605400309.00
5390310.01,3526032,Welland,1160,St. Catharines - Niagara,570,Maple Park/Stop 19,0310.01,11605700310.01
5390310.02,3526032,Welland,1160,St. Catharines - Niagara,570,Maple Park/Stop 19,0310.02,11605700310.02
5390311.02,3526032,Welland,1160,St. Catharines - Niagara,570,Maple Park/Stop 19,0311.02,11605700311.02
5390311.03,3526032,Welland,1160,St. Catharines - Niagara,570,Maple Park/Stop 19,0311.03,11605700311.03
5390311.04,3526032,Welland,1160,St. Catharines - Niagara,570,Maple Park/Stop 19,0311.04,11605700311.04
5390320.00,3526011,Port Colborne,1160,St. Catharines - Niagara,750,Port Colbourne East/Lorraine,0320.00,11607500320.00
5390321.00,3526011,Port Colborne,1160,St. Catharines - Niagara,690,Port Colbourne West,0321.00,11606900321.00
5390322.00,3526011,Port Colborne,1160,St. Catharines - Niagara,720,Humberstone,0322.00,11607200322.00
5390323.00,3526011,Port Colborne,1160,St. Catharines - Niagara,720,Humberstone,0323.00,11607200323.00
5390324.00,3526011,Port Colborne,1160,St. Catharines - Niagara,750,Port Colbourne East/Lorraine,0324.00,11607500324.00
5390330.00,3526003,Fort Erie,1160,St. Catharines - Niagara,870,Fort Erie,0330.00,11608700330.00
5390331.01,3526003,Fort Erie,1160,St. Catharines - Niagara,870,Fort Erie,0331.01,11608700331.01
5390331.02,3526003,Fort Erie,1160,St. Catharines - Niagara,870,Fort Erie,0331.02,11608700331.02
5390332.00,3526003,Fort Erie,1160,St. Catharines - Niagara,870,Fort Erie,0332.00,11608700332.00
5390333.00,3526003,Fort Erie,1160,St. Catharines - Niagara,900,Ridgemount/Ridgewood,0333.00,11609000333.00
5390334.01,3526003,Fort Erie,1160,St. Catharines - Niagara,900,Ridgemount/Ridgewood,0334.01,11609000334.01
5390334.02,3526003,Fort Erie,1160,St. Catharines - Niagara,900,Ridgemount/Ridgewood,0334.02,11609000334.02
5320001.00,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0001.00,12504500001.00
5320002.01,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0002.01,12504500002.01
5320002.02,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0002.02,12504500002.02
5320002.03,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0002.03,12504500002.03
5320003.01,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0003.01,12504500003.01
5320003.02,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0003.02,12504500003.02
5320004.01,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0004.01,12504500004.01
5320004.02,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0004.02,12504500004.02
5320005.00,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0005.00,12504500005.00
5320006.00,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0006.00,12504500006.00
5320007.00,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0007.00,12502250007.00
5320008.01,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.01,12502250008.01
5320008.02,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.02,12502250008.02
5320008.03,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.03,12502250008.03
5320008.05,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.05,12502250008.05
5320008.06,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.06,12502250008.06
5320008.07,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0008.07,12502250008.07
5320009.01,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0009.01,12502250009.01
5320009.02,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0009.02,12502250009.02
5320009.03,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0009.03,12502250009.03
5320009.04,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0009.04,12502250009.04
5320009.05,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0009.05,12502250009.05
5320010.00,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0010.00,12504500010.00
5320011.00,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0011.00,12504500011.00
5320012.01,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0012.01,12504500012.01
5320012.02,3518013,Oshawa,1250,Oshawa,450,Oshawa (South/Central),0012.02,12504500012.02
5320013.00,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0013.00,12502250013.00
5320014.01,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0014.01,12502250014.01
5320014.02,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0014.02,12502250014.02
5320015.02,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0015.02,12502250015.02
5320015.03,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0015.03,12502250015.03
5320015.04,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0015.04,12502250015.04
5320016.01,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0016.01,12502250016.01
5320016.03,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0016.03,12502250016.03
5320016.04,3518013,Oshawa,1250,Oshawa,225,Oshawa (North),0016.04,12502250016.04
5320100.01,3518009,Whitby,1250,Oshawa,675,Whitby,0100.01,12506750100.01
5320100.02,3518009,Whitby,1250,Oshawa,675,Whitby,0100.02,12506750100.02
5320100.03,3518009,Whitby,1250,Oshawa,675,Whitby,0100.03,12506750100.03
5320101.02,3518009,Whitby,1250,Oshawa,675,Whitby,0101.02,12506750101.02
5320101.03,3518009,Whitby,1250,Oshawa,675,Whitby,0101.03,12506750101.03
5320101.04,3518009,Whitby,1250,Oshawa,675,Whitby,0101.04,12506750101.04
5320101.05,3518009,Whitby,1250,Oshawa,675,Whitby,0101.05,12506750101.05
5320101.06,3518009,Whitby,1250,Oshawa,675,Whitby,0101.06,12506750101.06
5320102.01,3518009,Whitby,1250,Oshawa,675,Whitby,0102.01,12506750102.01
5320102.02,3518009,Whitby,1250,Oshawa,675,Whitby,0102.02,12506750102.02
5320102.03,3518009,Whitby,1250,Oshawa,675,Whitby,0102.03,12506750102.03
5320103.00,3518009,Whitby,1250,Oshawa,675,Whitby,0103.00,12506750103.00
5320104.00,3518009,Whitby,1250,Oshawa,675,Whitby,0104.00,12506750104.00
5320105.03,3518009,Whitby,1250,Oshawa,675,Whitby,0105.03,12506750105.03
5320105.04,3518009,Whitby,1250,Oshawa,675,Whitby,0105.04,12506750105.04
5320105.05,3518009,Whitby,1250,Oshawa,675,Whitby,0105.05,12506750105.05
5320105.06,3518009,Whitby,1250,Oshawa,675,Whitby,0105.06,12506750105.06
5320105.07,3518009,Whitby,1250,Oshawa,675,Whitby,0105.07,12506750105.07
5320105.08,3518009,Whitby,1250,Oshawa,675,Whitby,0105.08,12506750105.08
5320105.09,3518009,Whitby,1250,Oshawa,675,Whitby,0105.09,12506750105.09
5320105.10,3518009,Whitby,1250,Oshawa,675,Whitby,0105.10,12506750105.10
5320105.12,3518009,Whitby,1250,Oshawa,675,Whitby,0105.12,12506750105.12
5320105.14,3518009,Whitby,1250,Oshawa,675,Whitby,0105.14,12506750105.14
5320105.15,3518009,Whitby,1250,Oshawa,675,Whitby,0105.15,12506750105.15
5320105.16,3518009,Whitby,1250,Oshawa,675,Whitby,0105.16,12506750105.16
5320105.17,3518009,Whitby,1250,Oshawa,675,Whitby,0105.17,12506750105.17
5320200.00,3518017,Clarington,1250,Oshawa,900,Clarington,0200.00,12509000200.00
5320201.01,3518017,Clarington,1250,Oshawa,900,Clarington,0201.01,12509000201.01
5320201.02,3518017,Clarington,1250,Oshawa,900,Clarington,0201.02,12509000201.02
5320202.04,3518017,Clarington,1250,Oshawa,900,Clarington,0202.04,12509000202.04
5320202.05,3518017,Clarington,1250,Oshawa,900,Clarington,0202.05,12509000202.05
5320202.08,3518017,Clarington,1250,Oshawa,900,Clarington,0202.08,12509000202.08
5320202.09,3518017,Clarington,1250,Oshawa,900,Clarington,0202.09,12509000202.09
5320202.11,3518017,Clarington,1250,Oshawa,900,Clarington,0202.11,12509000202.11
5320202.12,3518017,Clarington,1250,Oshawa,900,Clarington,0202.12,12509000202.12
5320202.13,3518017,Clarington,1250,Oshawa,900,Clarington,0202.13,12509000202.13
5320202.14,3518017,Clarington,1250,Oshawa,900,Clarington,0202.14,12509000202.14
5320202.15,3518017,Clarington,1250,Oshawa,900,Clarington,0202.15,12509000202.15
5320202.16,3518017,Clarington,1250,Oshawa,900,Clarington,0202.16,12509000202.16
5320202.17,3518017,Clarington,1250,Oshawa,900,Clarington,0202.17,12509000202.17
5320202.18,3518017,Clarington,1250,Oshawa,900,Clarington,0202.18,12509000202.18
5320203.01,3518017,Clarington,1250,Oshawa,900,Clarington,0203.01,12509000203.01
5320203.02,3518017,Clarington,1250,Oshawa,900,Clarington,0203.02,12509000203.02
5320203.03,3518017,Clarington,1250,Oshawa,900,Clarington,0203.03,12509000203.03
5320203.04,3518017,Clarington,1250,Oshawa,900,Clarington,0203.04,12509000203.04
5320204.00,3518017,Clarington,1250,Oshawa,900,Clarington,0204.00,12509000204.00
5320205.01,3518017,Clarington,1250,Oshawa,900,Clarington,0205.01,12509000205.01
5320205.02,3518017,Clarington,1250,Oshawa,900,Clarington,0205.02,12509000205.02
5320206.00,3518017,Clarington,1250,Oshawa,900,Clarington,0206.00,12509000206.00
5050001.01,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.01,12652450001.01
5050001.04,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.04,12652450001.04
5050001.05,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.05,12652450001.05
5050001.06,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.06,12652450001.06
5050001.07,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.07,12652450001.07
5050001.08,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0001.08,12652450001.08
5050002.01,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0002.01,12652450002.01
5050002.02,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0002.02,12652450002.02
5050002.04,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0002.04,12652450002.04
5050002.05,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0002.05,12652450002.05
5050002.06,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0002.06,12652450002.06
5050003.00,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0003.00,12652450003.00
5050004.00,3506008,Ottawa,1265,Ottawa,245,Hunt Club/South Keys,0004.00,12652450004.00
5050005.00,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0005.00,12652100005.00
5050006.00,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0006.00,12652100006.00
5050007.01,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0007.01,12652100007.01
5050007.02,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0007.02,12652100007.02
5050007.03,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0007.03,12652100007.03
5050008.00,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0008.00,12652100008.00
5050009.00,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0009.00,12652100009.00
5050010.00,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0010.00,12652100010.00
5050011.01,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0011.01,12652100011.01
5050011.03,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0011.03,12652100011.03
5050011.04,3506008,Ottawa,1265,Ottawa,210,Alta Vista,0011.04,12652100011.04
5050012.00,3506008,Ottawa,1265,Ottawa,525,Overbrook/Castle Heights,0012.00,12655250012.00
5050013.00,3506008,Ottawa,1265,Ottawa,525,Overbrook/Castle Heights,0013.00,12655250013.00
5050014.00,3506008,Ottawa,1265,Ottawa,105,Sandy Hill,0014.00,12651050014.00
5050015.00,3506008,Ottawa,1265,Ottawa,175,Old Ottawa South,0015.00,12651750015.00
5050016.00,3506008,Ottawa,1265,Ottawa,175,Old Ottawa South,0016.00,12651750016.00
5050017.00,3506008,Ottawa,1265,Ottawa,175,Old Ottawa South,0017.00,12651750017.00
5050018.00,3506008,Ottawa,1265,Ottawa,140,Glebe,0018.00,12651400018.00
5050019.00,3506008,Ottawa,1265,Ottawa,140,Glebe,0019.00,12651400019.00
5050020.01,3506008,Ottawa,1265,Ottawa,315,Carlington,0020.01,12653150020.01
5050020.02,3506008,Ottawa,1265,Ottawa,315,Carlington,0020.02,12653150020.02
5050021.00,3506008,Ottawa,1265,Ottawa,315,Carlington,0021.00,12653150021.00
5050022.00,3506008,Ottawa,1265,Ottawa,315,Carlington,0022.00,12653150022.00
5050023.01,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0023.01,12653500023.01
5050023.02,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0023.02,12653500023.02
5050024.00,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0024.00,12653500024.00
5050025.00,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0025.00,12653500025.00
5050026.00,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0026.00,12653500026.00
5050027.00,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0027.00,12653500027.00
5050028.00,3506008,Ottawa,1265,Ottawa,350,Iris/Queensway Terrace/Whitehaven,0028.00,12653500028.00
5050029.00,3506008,Ottawa,1265,Ottawa,595,Britannia/Lincoln Heights,0029.00,12655950029.00
5050030.00,3506008,Ottawa,1265,Ottawa,595,Britannia/Lincoln Heights,0030.00,12655950030.00
5050031.00,3506008,Ottawa,1265,Ottawa,595,Britannia/Lincoln Heights,0031.00,12655950031.00
5050032.01,3506008,Ottawa,1265,Ottawa,560,Westboro South,0032.01,12655600032.01
5050032.02,3506008,Ottawa,1265,Ottawa,560,Westboro South,0032.02,12655600032.02
5050033.01,3506008,Ottawa,1265,Ottawa,280,Hampton Park,0033.01,12652800033.01
5050033.02,3506008,Ottawa,1265,Ottawa,280,Hampton Park,0033.02,12652800033.02
5050034.00,3506008,Ottawa,1265,Ottawa,385,West Centretown/Fisher Park,0034.00,12653850034.00
5050035.00,3506008,Ottawa,1265,Ottawa,385,West Centretown/Fisher Park,0035.00,12653850035.00
5050036.00,3506008,Ottawa,1265,Ottawa,140,Glebe,0036.00,12651400036.00
5050037.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0037.00,12650350037.00
5050038.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0038.00,12650350038.00
5050039.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0039.00,12650350039.00
5050040.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0040.00,12650350040.00
5050041.00,3506008,Ottawa,1265,Ottawa,420,Chinatown/Hintonburg,0041.00,12654200041.00
5050042.00,3506008,Ottawa,1265,Ottawa,420,Chinatown/Hintonburg,0042.00,12654200042.00
5050043.00,3506008,Ottawa,1265,Ottawa,420,Chinatown/Hintonburg,0043.00,12654200043.00
5050044.00,3506008,Ottawa,1265,Ottawa,385,West Centretown/Fisher Park,0044.00,12653850044.00
5050045.00,3506008,Ottawa,1265,Ottawa,455,Westboro North/Tunney's Pasture,0045.00,12654550045.00
5050046.00,3506008,Ottawa,1265,Ottawa,455,Westboro North/Tunney's Pasture,0046.00,12654550046.00
5050047.00,3506008,Ottawa,1265,Ottawa,455,Westboro North/Tunney's Pasture,0047.00,12654550047.00
5050048.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0048.00,12650350048.00
5050049.00,3506008,Ottawa,1265,Ottawa,035,Downtown,0049.00,12650350049.00
5050050.00,3506008,Ottawa,1265,Ottawa,105,Sandy Hill,0050.00,12651050050.00
5050051.00,3506008,Ottawa,1265,Ottawa,105,Sandy Hill,0051.00,12651050051.00
5050052.00,3506008,Ottawa,1265,Ottawa,105,Sandy Hill,0052.00,12651050052.00
5050053.00,3506008,Ottawa,1265,Ottawa,070,Lowertown,0053.00,12650700053.00
5050054.00,3506008,Ottawa,1265,Ottawa,070,Lowertown,0054.00,12650700054.00
5050055.00,3506008,Ottawa,1265,Ottawa,070,Lowertown,0055.00,12650700055.00
5050056.00,3506008,Ottawa,1265,Ottawa,070,Lowertown,0056.00,12650700056.00
5050057.00,3506008,Ottawa,1265,Ottawa,490,New Edinburgh/Manor Park etc,0057.00,12654900057.00
5050058.00,3506008,Ottawa,1265,Ottawa,490,New Edinburgh/Manor Park etc,0058.00,12654900058.00
5050059.00,3506008,Ottawa,1265,Ottawa,490,New Edinburgh/Manor Park etc,0059.00,12654900059.00
5050060.00,3506008,Ottawa,1265,Ottawa,490,New Edinburgh/Manor Park etc,0060.00,12654900060.00
5050061.00,3506008,Ottawa,1265,Ottawa,525,Overbrook/Castle Heights,0061.00,12655250061.00
5050062.01,3506008,Ottawa,1265,Ottawa,525,Overbrook/Castle Heights,0062.01,12655250062.01
5050062.02,3506008,Ottawa,1265,Ottawa,525,Overbrook/Castle Heights,0062.02,12655250062.02
5050100.00,3506008,Ottawa,1265,Ottawa,630,Vanier,0100.00,12656300100.00
5050101.00,3506008,Ottawa,1265,Ottawa,630,Vanier,0101.00,12656300101.00
5050102.00,3506008,Ottawa,1265,Ottawa,630,Vanier,0102.00,12656300102.00
5050103.00,3506008,Ottawa,1265,Ottawa,630,Vanier,0103.00,12656300103.00
5050104.00,3506008,Ottawa,1265,Ottawa,630,Vanier,0104.00,12656300104.00
5050110.00,3506008,Ottawa,1265,Ottawa,490,New Edinburgh/Manor Park etc,0110.00,12654900110.00
5050120.01,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0120.01,12656650120.01
5050120.02,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0120.02,12656650120.02
5050120.03,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0120.03,12656650120.03
5050121.01,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0121.01,12656650121.01
5050121.02,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0121.02,12656650121.02
5050122.01,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0122.01,12656650122.01
5050122.02,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0122.02,12656650122.02
5050122.03,3506008,Ottawa,1265,Ottawa,665,Beacon Hill/Cyrville,0122.03,12656650122.03
5050123.01,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0123.01,12657000123.01
5050123.02,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0123.02,12657000123.02
5050124.01,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0124.01,12657000124.01
5050124.02,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0124.02,12657000124.02
5050124.03,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0124.03,12657000124.03
5050124.04,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0124.04,12657000124.04
5050125.01,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.01,12657000125.01
5050125.02,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.02,12657000125.02
5050125.03,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.03,12657000125.03
5050125.04,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.04,12657000125.04
5050125.05,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.05,12657000125.05
5050125.06,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.06,12657000125.06
5050125.07,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.07,12657000125.07
5050125.08,3506008,Ottawa,1265,Ottawa,700,Gloucester/Western Orléans,0125.08,12657000125.08
