CTUID,CSDUID,CSDNAME,METCODE,METNAME_EN,NBHDCODE,NBHDNAME_EN,CMHC_CT,GeographyId
5350088.00,3520005,Toronto,2270,Toronto,045,Rosedale,0088.00,22700450088.00
5350089.00,3520005,Toronto,2270,Toronto,040,University/Annex,0089.00,22700400089.00
5350090.00,3520005,Toronto,2270,Toronto,040,University/Annex,0090.00,22700400090.00
5350091.01,3520005,Toronto,2270,Toronto,040,University/Annex,0091.01,22700400091.01
5350091.02,3520005,Toronto,2270,Toronto,040,University/Annex,0091.02,22700400091.02
5350092.00,3520005,Toronto,2270,Toronto,040,University/Annex,0092.00,22700400092.00
5350093.00,3520005,Toronto,2270,Toronto,040,University/Annex,0093.00,22700400093.00
5350094.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0094.00,22701550094.00
5350095.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0095.00,22701550095.00
5350096.01,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0096.01,22701550096.01
5350096.02,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0096.02,22701550096.02
5350097.01,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0097.01,22701550097.01
5350097.03,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0097.03,22701550097.03
5350097.04,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0097.04,22701550097.04
5350098.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0098.00,22701550098.00
5350099.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0099.00,22701500099.00
5350100.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0100.00,22701500100.00
5350101.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0101.00,22701500101.00
5350102.02,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0102.02,22701500102.02
5350102.03,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0102.03,22701500102.03
5350102.04,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0102.04,22701500102.04
5350102.05,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0102.05,22701500102.05
5350103.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0103.00,22701500103.00
5350104.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0104.00,22701500104.00
5350105.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0105.00,22701500105.00
5350106.00,3520005,Toronto,2270,Toronto,150,High Park North/Junction,0106.00,22701500106.00
5350107.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0107.00,22701550107.00
5350108.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0108.00,22701550108.00
5350109.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0109.00,22701550109.00
5350110.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0110.00,22701550110.00
5350111.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0111.00,22701550111.00
5350112.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0112.00,22701550112.00
5350113.00,3520005,Toronto,2270,Toronto,155,Dovercourt/Davenport/Junction,0113.00,22701550113.00
5350114.00,3520005,Toronto,2270,Toronto,160,Wychwood,0114.00,22701600114.00
5350115.00,3520005,Toronto,2270,Toronto,160,Wychwood,0115.00,22701600115.00
5350116.00,3520005,Toronto,2270,Toronto,160,Wychwood,0116.00,22701600116.00
5350117.00,3520005,Toronto,2270,Toronto,085,Casa Loma,0117.00,22700850117.00
5350118.00,3520005,Toronto,2270,Toronto,085,Casa Loma,0118.00,22700850118.00
5350119.00,3520005,Toronto,2270,Toronto,085,Casa Loma,0119.00,22700850119.00
5350120.00,3520005,Toronto,2270,Toronto,080,Yonge-St. Clair,0120.00,22700800120.00
5350121.00,3520005,Toronto,2270,Toronto,080,Yonge-St. Clair,0121.00,22700800121.00
5350122.00,3520005,Toronto,2270,Toronto,080,Yonge-St. Clair,0122.00,22700800122.00
5350123.00,3520005,Toronto,2270,Toronto,080,Yonge-St. Clair,0123.00,22700800123.00
5350124.00,3520005,Toronto,2270,Toronto,075,Moore Park,0124.00,22700750124.00
5350125.00,3520005,Toronto,2270,Toronto,075,Moore Park,0125.00,22700750125.00
5350126.00,3520005,Toronto,2270,Toronto,105,Mount Pleasant East,0126.00,22701050126.00
5350127.00,3520005,Toronto,2270,Toronto,105,Mount Pleasant East,0127.00,22701050127.00
5350128.02,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0128.02,22701000128.02
5350128.04,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0128.04,22701000128.04
5350128.05,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0128.05,22701000128.05
5350128.06,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0128.06,22701000128.06
5350129.00,3520005,Toronto,2270,Toronto,095,Yonge-Eglinton,0129.00,22700950129.00
5350130.00,3520005,Toronto,2270,Toronto,090,Forest Hill South,0130.00,22700900130.00
5350131.00,3520005,Toronto,2270,Toronto,090,Forest Hill South,0131.00,22700900131.00
5350132.00,3520005,Toronto,2270,Toronto,120,Forest Hill North,0132.00,22701200132.00
5350133.00,3520005,Toronto,2270,Toronto,120,Forest Hill North,0133.00,22701200133.00
5350134.00,3520005,Toronto,2270,Toronto,110,Lawrence Park South,0134.00,22701100134.00
5350135.00,3520005,Toronto,2270,Toronto,095,Yonge-Eglinton,0135.00,22700950135.00
5350136.01,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0136.01,22701000136.01
5350136.02,3520005,Toronto,2270,Toronto,100,Mount Pleasant West,0136.02,22701000136.02
5350137.00,3520005,Toronto,2270,Toronto,105,Mount Pleasant East,0137.00,22701050137.00
5350138.00,3520005,Toronto,2270,Toronto,110,Lawrence Park South,0138.00,22701100138.00
5350139.01,3520005,Toronto,2270,Toronto,110,Lawrence Park South,0139.01,22701100139.01
5350139.02,3520005,Toronto,2270,Toronto,110,Lawrence Park South,0139.02,22701100139.02
5350140.00,3520005,Toronto,2270,Toronto,110,Lawrence Park South,0140.00,22701100140.00
5350141.01,3520005,Toronto,2270,Toronto,115,Lawrence Park North,0141.01,22701150141.01
5350141.02,3520005,Toronto,2270,Toronto,115,Lawrence Park North,0141.02,22701150141.02
5350142.00,3520005,Toronto,2270,Toronto,115,Lawrence Park North,0142.00,22701150142.00
5350150.00,3520005,Toronto,2270,Toronto,280,Lambton Baby Point,0150.00,22702800150.00
5350151.00,3520005,Toronto,2270,Toronto,280,Lambton Baby Point,0151.00,22702800151.00
5350152.00,3520005,Toronto,2270,Toronto,280,Lambton Baby Point,0152.00,22702800152.00
5350153.00,3520005,Toronto,2270,Toronto,285,Rockcliffe-Smythe,0153.00,22702850153.00
5350154.00,3520005,Toronto,2270,Toronto,285,Rockcliffe-Smythe,0154.00,22702850154.00
5350155.00,3520005,Toronto,2270,Toronto,285,Rockcliffe-Smythe,0155.00,22702850155.00
5350156.01,3520005,Toronto,2270,Toronto,285,Rockcliffe-Smythe,0156.01,22702850156.01
5350156.02,3520005,Toronto,2270,Toronto,285,Rockcliffe-Smythe,0156.02,22702850156.02
5350157.00,3520005,Toronto,2270,Toronto,290,Mount Dennis,0157.00,22702900157.00
5350158.00,3520005,Toronto,2270,Toronto,275,Keelesdale-Eglinton West,0158.00,22702750158.00
5350159.01,3520005,Toronto,2270,Toronto,275,Keelesdale-Eglinton West,0159.01,22702750159.01
5350159.02,3520005,Toronto,2270,Toronto,275,Keelesdale-Eglinton West,0159.02,22702750159.02
5350160.00,3520005,Toronto,2270,Toronto,270,Caledonia-Fairbank,0160.00,22702700160.00
5350161.00,3520005,Toronto,2270,Toronto,270,Caledonia-Fairbank,0161.00,22702700161.00
5350162.00,3520005,Toronto,2270,Toronto,265,Oakwood-Vaughan,0162.00,22702650162.00
5350163.00,3520005,Toronto,2270,Toronto,265,Oakwood-Vaughan,0163.00,22702650163.00
5350164.00,3520005,Toronto,2270,Toronto,265,Oakwood-Vaughan,0164.00,22702650164.00
5350165.00,3520005,Toronto,2270,Toronto,260,Humewood-Cedarvale,0165.00,22702600165.00
5350166.00,3520005,Toronto,2270,Toronto,260,Humewood-Cedarvale,0166.00,22702600166.00
5350167.01,3520005,Toronto,2270,Toronto,260,Humewood-Cedarvale,0167.01,22702600167.01
5350167.02,3520005,Toronto,2270,Toronto,260,Humewood-Cedarvale,0167.02,22702600167.02
5350168.00,3520005,Toronto,2270,Toronto,265,Oakwood-Vaughan,0168.00,22702650168.00
5350169.01,3520005,Toronto,2270,Toronto,305,Briar Hill-Belgravia,0169.01,22703050169.01
5350169.02,3520005,Toronto,2270,Toronto,305,Briar Hill-Belgravia,0169.02,22703050169.02
5350170.00,3520005,Toronto,2270,Toronto,305,Briar Hill-Belgravia,0170.00,22703050170.00
5350171.00,3520005,Toronto,2270,Toronto,300,Beechborough-Greenbrook,0171.00,22703000171.00
5350172.00,3520005,Toronto,2270,Toronto,300,Beechborough-Greenbrook,0172.00,22703000172.00
5350173.00,3520005,Toronto,2270,Toronto,290,Mount Dennis,0173.00,22702900173.00
5350174.00,3520005,Toronto,2270,Toronto,290,Mount Dennis,0174.00,22702900174.00
5350175.01,3520005,Toronto,2270,Toronto,295,Weston,0175.01,22702950175.01
5350175.02,3520005,Toronto,2270,Toronto,295,Weston,0175.02,22702950175.02
5350176.00,3520005,Toronto,2270,Toronto,295,Weston,0176.00,22702950176.00
5350180.00,3520005,Toronto,2270,Toronto,325,Crescent Town,0180.00,22703250180.00
5350181.01,3520005,Toronto,2270,Toronto,320,Woodbine-Lumsden,0181.01,22703200181.01
5350181.02,3520005,Toronto,2270,Toronto,320,Woodbine-Lumsden,0181.02,22703200181.02
5350182.00,3520005,Toronto,2270,Toronto,315,Danforth Village-East York,0182.00,22703150182.00
5350183.01,3520005,Toronto,2270,Toronto,315,Danforth Village-East York,0183.01,22703150183.01
5350183.02,3520005,Toronto,2270,Toronto,315,Danforth Village-East York,0183.02,22703150183.02
5350184.01,3520005,Toronto,2270,Toronto,315,Danforth Village-East York,0184.01,22703150184.01
5350184.02,3520005,Toronto,2270,Toronto,335,Old East York,0184.02,22703350184.02
5350185.01,3520005,Toronto,2270,Toronto,310,Broadview North,0185.01,22703100185.01
5350185.02,3520005,Toronto,2270,Toronto,310,Broadview North,0185.02,22703100185.02
5350186.00,3520005,Toronto,2270,Toronto,345,Leaside-Bennington,0186.00,22703450186.00
5350187.00,3520005,Toronto,2270,Toronto,335,Old East York,0187.00,22703350187.00
5350188.00,3520005,Toronto,2270,Toronto,335,Old East York,0188.00,22703350188.00
5350189.00,3520005,Toronto,2270,Toronto,330,O'Connor-Parkview,0189.00,22703300189.00
5350190.01,3520005,Toronto,2270,Toronto,325,Crescent Town,0190.01,22703250190.01
5350190.02,3520005,Toronto,2270,Toronto,330,O'Connor-Parkview,0190.02,22703300190.02
5350191.00,3520005,Toronto,2270,Toronto,330,O'Connor-Parkview,0191.00,22703300191.00
5350192.00,3520005,Toronto,2270,Toronto,330,O'Connor-Parkview,0192.00,22703300192.00
5350193.00,3520005,Toronto,2270,Toronto,330,O'Connor-Parkview,0193.00,22703300193.00
5350194.01,3520005,Toronto,2270,Toronto,340,Thorncliffe Park,0194.01,22703400194.01
5350194.02,3520005,Toronto,2270,Toronto,340,Thorncliffe Park,0194.02,22703400194.02
5350194.03,3520005,Toronto,2270,Toronto,340,Thorncliffe Park,0194.03,22703400194.03
5350194.04,3520005,Toronto,2270,Toronto,340,Thorncliffe Park,0194.04,22703400194.04
5350195.01,3520005,Toronto,2270,Toronto,345,Leaside-Bennington,0195.01,22703450195.01
5350195.02,3520005,Toronto,2270,Toronto,345,Leaside-Bennington,0195.02,22703450195.02
5350196.01,3520005,Toronto,2270,Toronto,345,Leaside-Bennington,0196.01,22703450196.01
5350196.02,3520005,Toronto,2270,Toronto,345,Leaside-Bennington,0196.02,22703450196.02
5350200.01,3520005,Toronto,2270,Toronto,165,Mimico,0200.01,22701650200.01
5350200.02,3520005,Toronto,2270,Toronto,165,Mimico,0200.02,22701650200.02
5350201.00,3520005,Toronto,2270,Toronto,165,Mimico,0201.00,22701650201.00
5350202.00,3520005,Toronto,2270,Toronto,165,Mimico,0202.00,22701650202.00
5350203.00,3520005,Toronto,2270,Toronto,165,Mimico,0203.00,22701650203.00
5350204.00,3520005,Toronto,2270,Toronto,170,New Toronto,0204.00,22701700204.00
5350205.00,3520005,Toronto,2270,Toronto,170,New Toronto,0205.00,22701700205.00
5350206.01,3520005,Toronto,2270,Toronto,175,Long Branch,0206.01,22701750206.01
5350206.02,3520005,Toronto,2270,Toronto,175,Long Branch,0206.02,22701750206.02
5350207.00,3520005,Toronto,2270,Toronto,170,New Toronto,0207.00,22701700207.00
5350208.00,3520005,Toronto,2270,Toronto,170,New Toronto,0208.00,22701700208.00
5350209.00,3520005,Toronto,2270,Toronto,165,Mimico,0209.00,22701650209.00
5350210.01,3520005,Toronto,2270,Toronto,165,Mimico,0210.01,22701650210.01
5350210.02,3520005,Toronto,2270,Toronto,165,Mimico,0210.02,22701650210.02
5350211.00,3520005,Toronto,2270,Toronto,180,Alderwood,0211.00,22701800211.00
5350212.00,3520005,Toronto,2270,Toronto,180,Alderwood,0212.00,22701800212.00
5350213.01,3520005,Toronto,2270,Toronto,185,Islington/City Centre South,0213.01,22701850213.01
5350213.02,3520005,Toronto,2270,Toronto,185,Islington/City Centre South,0213.02,22701850213.02
5350214.00,3520005,Toronto,2270,Toronto,185,Islington/City Centre South,0214.00,22701850214.00
5350215.00,3520005,Toronto,2270,Toronto,190,Stonegate-Queensway,0215.00,22701900215.00
5350216.00,3520005,Toronto,2270,Toronto,190,Stonegate-Queensway,0216.00,22701900216.00
5350217.00,3520005,Toronto,2270,Toronto,190,Stonegate-Queensway,0217.00,22701900217.00
5350218.00,3520005,Toronto,2270,Toronto,190,Stonegate-Queensway,0218.00,22701900218.00
5350219.00,3520005,Toronto,2270,Toronto,190,Stonegate-Queensway,0219.00,22701900219.00
5350220.00,3520005,Toronto,2270,Toronto,185,Islington/City Centre South,0220.00,22701850220.00
5350221.01,3520005,Toronto,2270,Toronto,205,Etobicoke West Mall,0221.01,22702050221.01
5350221.02,3520005,Toronto,2270,Toronto,205,Etobicoke West Mall,0221.02,22702050221.02
5350222.01,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0222.01,22702000222.01
5350222.02,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0222.02,22702000222.02
5350223.01,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0223.01,22702000223.01
5350223.02,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0223.02,22702000223.02
5350224.00,3520005,Toronto,2270,Toronto,215,Princess-Rosethorn,0224.00,22702150224.00
5350225.01,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0225.01,22702000225.01
5350225.02,3520005,Toronto,2270,Toronto,200,Islington/City Centre North,0225.02,22702000225.02
5350226.00,3520005,Toronto,2270,Toronto,195,Kingsway South,0226.00,22701950226.00
5350227.00,3520005,Toronto,2270,Toronto,195,Kingsway South,0227.00,22701950227.00
5350228.00,3520005,Toronto,2270,Toronto,195,Kingsway South,0228.00,22701950228.00
5350229.00,3520005,Toronto,2270,Toronto,195,Kingsway South,0229.00,22701950229.00
5350230.01,3520005,Toronto,2270,Toronto,220,Edenbridge-Humber Valley,0230.01,22702200230.01
5350230.02,3520005,Toronto,2270,Toronto,220,Edenbridge-Humber Valley,0230.02,22702200230.02
5350231.00,3520005,Toronto,2270,Toronto,220,Edenbridge-Humber Valley,0231.00,22702200231.00
5350232.00,3520005,Toronto,2270,Toronto,215,Princess-Rosethorn,0232.00,22702150232.00
5350233.00,3520005,Toronto,2270,Toronto,215,Princess-Rosethorn,0233.00,22702150233.00
5350234.00,3520005,Toronto,2270,Toronto,210,Eringate-Centennial-West Deane,0234.00,22702100234.00
5350235.01,3520005,Toronto,2270,Toronto,210,Eringate-Centennial-West Deane,0235.01,22702100235.01
5350235.02,3520005,Toronto,2270,Toronto,210,Eringate-Centennial-West Deane,0235.02,22702100235.02
5350236.01,3520005,Toronto,2270,Toronto,205,Etobicoke West Mall,0236.01,22702050236.01
5350236.02,3520005,Toronto,2270,Toronto,210,Eringate-Centennial-West Deane,0236.02,22702100236.02
5350237.01,3520005,Toronto,2270,Toronto,230,Willowridge-Martingrove-Richview,0237.01,22702300237.01
5350237.02,3520005,Toronto,2270,Toronto,230,Willowridge-Martingrove-Richview,0237.02,22702300237.02
5350237.03,3520005,Toronto,2270,Toronto,230,Willowridge-Martingrove-Richview,0237.03,22702300237.03
5350238.01,3520005,Toronto,2270,Toronto,230,Willowridge-Martingrove-Richview,0238.01,22702300238.01
5350238.02,3520005,Toronto,2270,Toronto,235,Kingsview Village-The Westway,0238.02,22702350238.02
5350239.00,3520005,Toronto,2270,Toronto,235,Kingsview Village-The Westway,0239.00,22702350239.00
5350240.01,3520005,Toronto,2270,Toronto,230,Willowridge-Martingrove-Richview,0240.01,22702300240.01
5350240.02,3520005,Toronto,2270,Toronto,225,Humber Heights-Westmount,0240.02,22702250240.02
5350241.00,3520005,Toronto,2270,Toronto,225,Humber Heights-Westmount,0241.00,22702250241.00
5350242.00,3520005,Toronto,2270,Toronto,225,Humber Heights-Westmount,0242.00,22702250242.00
5350243.01,3520005,Toronto,2270,Toronto,235,Kingsview Village-The Westway,0243.01,22702350243.01
5350243.02,3520005,Toronto,2270,Toronto,235,Kingsview Village-The Westway,0243.02,22702350243.02
5350244.01,3520005,Toronto,2270,Toronto,240,Elms-Old Rexdale,0244.01,22702400244.01
5350244.02,3520005,Toronto,2270,Toronto,240,Elms-Old Rexdale,0244.02,22702400244.02
5350245.00,3520005,Toronto,2270,Toronto,245,Rexdale-Kipling,0245.00,22702450245.00
5350246.00,3520005,Toronto,2270,Toronto,245,Rexdale-Kipling,0246.00,22702450246.00
5350247.01,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0247.01,22702500247.01
5350247.02,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0247.02,22702500247.02
5350248.02,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0248.02,22702550248.02
5350248.03,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0248.03,22702500248.03
5350248.04,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0248.04,22702500248.04
5350248.05,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0248.05,22702500248.05
5350249.01,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0249.01,22702550249.01
5350249.03,3520005,Toronto,2270,Toronto,250,West Humber-Clairville,0249.03,22702500249.03
5350249.04,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0249.04,22702550249.04
5350249.05,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0249.05,22702550249.05
5350250.01,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0250.01,22702550250.01
5350250.02,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0250.02,22702550250.02
5350250.04,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0250.04,22702550250.04
5350250.05,3520005,Toronto,2270,Toronto,255,Mt Olive-Jamestown etc.,0250.05,22702550250.05
5350260.01,3520005,Toronto,2270,Toronto,445,Flemingdon Park,0260.01,22704450260.01
5350260.04,3520005,Toronto,2270,Toronto,445,Flemingdon Park,0260.04,22704450260.04
5350260.05,3520005,Toronto,2270,Toronto,445,Flemingdon Park,0260.05,22704450260.05
5350260.06,3520005,Toronto,2270,Toronto,445,Flemingdon Park,0260.06,22704450260.06
5350260.07,3520005,Toronto,2270,Toronto,445,Flemingdon Park,0260.07,22704450260.07
5350261.00,3520005,Toronto,2270,Toronto,450,Victoria Village,0261.00,22704500261.00
5350262.01,3520005,Toronto,2270,Toronto,450,Victoria Village,0262.01,22704500262.01
5350262.02,3520005,Toronto,2270,Toronto,450,Victoria Village,0262.02,22704500262.02
5350263.02,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0263.02,22704550263.02
5350263.03,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0263.03,22704550263.03
5350263.04,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0263.04,22704550263.04
5350264.00,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0264.00,22704550264.00
5350265.00,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0265.00,22704550265.00
5350266.00,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0266.00,22704550266.00
5350267.00,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0267.00,22704550267.00
5350268.00,3520005,Toronto,2270,Toronto,455,Banbury-Don Mills/York Mills,0268.00,22704550268.00
5350269.01,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0269.01,22704600269.01
5350269.02,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0269.02,22704600269.02
5350270.01,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0270.01,22704600270.01
5350270.02,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0270.02,22704600270.02
5350271.01,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0271.01,22704600271.01
5350271.02,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0271.02,22704600271.02
5350272.01,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0272.01,22704600272.01
5350272.02,3520005,Toronto,2270,Toronto,460,Parkwoods-Donalda,0272.02,22704600272.02
5350273.01,3520005,Toronto,2270,Toronto,465,St. Andrew-Windfields,0273.01,22704650273.01
5350273.02,3520005,Toronto,2270,Toronto,465,St. Andrew-Windfields,0273.02,22704650273.02
5350274.01,3520005,Toronto,2270,Toronto,465,St. Andrew-Windfields,0274.01,22704650274.01
5350274.02,3520005,Toronto,2270,Toronto,465,St. Andrew-Windfields,0274.02,22704650274.02
5350275.00,3520005,Toronto,2270,Toronto,495,Bedford Park-Nortown,0275.00,22704950275.00
5350276.01,3520005,Toronto,2270,Toronto,495,Bedford Park-Nortown,0276.01,22704950276.01
5350276.02,3520005,Toronto,2270,Toronto,495,Bedford Park-Nortown,0276.02,22704950276.02
5350277.00,3520005,Toronto,2270,Toronto,495,Bedford Park-Nortown,0277.00,22704950277.00
5350278.00,3520005,Toronto,2270,Toronto,500,Englemount-Lawrence,0278.00,22705000278.00
5350279.01,3520005,Toronto,2270,Toronto,510,Yorkdale-Glen Park,0279.01,22705100279.01
5350279.02,3520005,Toronto,2270,Toronto,510,Yorkdale-Glen Park,0279.02,22705100279.02
5350280.00,3520005,Toronto,2270,Toronto,520,Brookhaven-Amesbury,0280.00,22705200280.00
5350281.01,3520005,Toronto,2270,Toronto,520,Brookhaven-Amesbury,0281.01,22705200281.01
5350281.02,3520005,Toronto,2270,Toronto,520,Brookhaven-Amesbury,0281.02,22705200281.02
5350282.00,3520005,Toronto,2270,Toronto,540,Rustic/Pelmo Park/Humberlea,0282.00,22705400282.00
5350283.01,3520005,Toronto,2270,Toronto,540,Rustic/Pelmo Park/Humberlea,0283.01,22705400283.01
5350283.02,3520005,Toronto,2270,Toronto,540,Rustic/Pelmo Park/Humberlea,0283.02,22705400283.02
5350284.00,3520005,Toronto,2270,Toronto,530,Maple Leaf,0284.00,22705300284.00
5350285.00,3520005,Toronto,2270,Toronto,530,Maple Leaf,0285.00,22705300285.00
5350286.00,3520005,Toronto,2270,Toronto,510,Yorkdale-Glen Park,0286.00,22705100286.00
5350287.02,3520005,Toronto,2270,Toronto,500,Englemount-Lawrence,0287.02,22705000287.02
5350287.03,3520005,Toronto,2270,Toronto,500,Englemount-Lawrence,0287.03,22705000287.03
5350287.04,3520005,Toronto,2270,Toronto,500,Englemount-Lawrence,0287.04,22705000287.04
5350288.00,3520005,Toronto,2270,Toronto,560,Clanton Park,0288.00,22705600288.00
5350289.00,3520005,Toronto,2270,Toronto,600,Downsview,0289.00,22706000289.00
5350290.01,3520005,Toronto,2270,Toronto,600,Downsview,0290.01,22706000290.01
5350290.02,3520005,Toronto,2270,Toronto,600,Downsview,0290.02,22706000290.02
5350291.02,3520005,Toronto,2270,Toronto,600,Downsview,0291.02,22706000291.02
5350291.03,3520005,Toronto,2270,Toronto,600,Downsview,0291.03,22706000291.03
5350291.04,3520005,Toronto,2270,Toronto,600,Downsview,0291.04,22706000291.04
5350292.00,3520005,Toronto,2270,Toronto,600,Downsview,0292.00,22706000292.00
5350293.00,3520005,Toronto,2270,Toronto,600,Downsview,0293.00,22706000293.00
5350294.01,3520005,Toronto,2270,Toronto,600,Downsview,0294.01,22706000294.01
5350294.02,3520005,Toronto,2270,Toronto,600,Downsview,0294.02,22706000294.02
5350295.00,3520005,Toronto,2270,Toronto,600,Downsview,0295.00,22706000295.00
5350296.00,3520005,Toronto,2270,Toronto,600,Downsview,0296.00,22706000296.00
5350297.01,3520005,Toronto,2270,Toronto,570,Bathurst Manor,0297.01,22705700297.01
5350297.02,3520005,Toronto,2270,Toronto,560,Clanton Park,0297.02,22705600297.02
5350298.00,3520005,Toronto,2270,Toronto,550,Lansing-Westgate,0298.00,22705500298.00
5350299.01,3520005,Toronto,2270,Toronto,550,Lansing-Westgate,0299.01,22705500299.01
5350299.02,3520005,Toronto,2270,Toronto,550,Lansing-Westgate,0299.02,22705500299.02
5350300.00,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0300.00,22704850300.00
5350301.01,3520005,Toronto,2270,Toronto,470,Henry Farm,0301.01,22704700301.01
5350301.03,3520005,Toronto,2270,Toronto,470,Henry Farm,0301.03,22704700301.03
5350301.04,3520005,Toronto,2270,Toronto,470,Henry Farm,0301.04,22704700301.04
5350302.01,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0302.01,22704750302.01
5350302.02,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0302.02,22704750302.02
5350302.03,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0302.03,22704750302.03
5350303.00,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0303.00,22704750303.00
5350304.01,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0304.01,22704750304.01
5350304.02,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0304.02,22704750304.02
5350304.03,3520005,Toronto,2270,Toronto,480,Bayview Village,0304.03,22704800304.03
5350304.04,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0304.04,22704750304.04
5350304.05,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0304.05,22704750304.05
5350304.06,3520005,Toronto,2270,Toronto,475,Don Valley Village/Pleasant View,0304.06,22704750304.06
5350305.01,3520005,Toronto,2270,Toronto,480,Bayview Village,0305.01,22704800305.01
5350305.03,3520005,Toronto,2270,Toronto,480,Bayview Village,0305.03,22704800305.03
5350305.04,3520005,Toronto,2270,Toronto,480,Bayview Village,0305.04,22704800305.04
5350306.01,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0306.01,22704850306.01
5350306.02,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0306.02,22704850306.02
5350307.03,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0307.03,22704850307.03
5350307.04,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0307.04,22704850307.04
5350307.05,3520005,Toronto,2270,Toronto,485,Willowdale East/Newtonbrook East,0307.05,22704850307.05
